stage,factors,n_factors,youth_restoration_pct_excl,youth_restoration_pct_incl,empirical_clock_rev_yr_excl,empirical_clock_rev_yr_incl,senmayo_shift_excl,senmayo_shift_incl,GJA1_shift,SCN5A_shift,KCNJ2_shift,KCNH2_shift,KCNQ1_shift,CACNA1C_shift,ATP2A2_shift,RYR2_shift,latent_mahalanobis_dist,provenance,stage_rank
Stage1_SingleTF,ARID1A,1,0.0207,0.0276,0.0028,0.0046,0.00011,0.00011,-0.00018,0.00014,-0.0,0.00045,-3e-05,4e-05,-0.0004,-2e-05,0.132,COMPUTED_HCA_5307_vCM_RIDGE_GRN,108.0
Stage1_SingleTF,MED1,1,0.0198,0.0219,0.0011,0.0023,1e-05,1e-05,-2e-05,0.00289,-0.0,0.00038,-3e-05,0.0001,8e-05,-2e-05,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,109.0
Stage1_SingleTF,HIVEP1,1,0.019,0.0239,0.001,0.003,1e-05,1e-05,4e-05,-4e-05,-0.0,-3e-05,-2e-05,-5e-05,0.0001,-1e-05,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,110.0
Stage1_SingleTF,NCOA1,1,0.0181,0.0222,-0.0135,-0.0349,-0.00092,-0.00092,0.00157,0.00288,-0.00013,0.00157,-0.00011,0.00118,9e-05,-8e-05,0.1355,COMPUTED_HCA_5307_vCM_RIDGE_GRN,111.0
Stage1_SingleTF,GTF2IRD1,1,0.0169,-0.026,-0.0173,-0.0327,0.0,0.0,-4e-05,2e-05,0.0,0.0,2e-05,0.0,5e-05,1e-05,0.1283,COMPUTED_HCA_5307_vCM_RIDGE_GRN,112.0
Stage1_SingleTF,NONO,1,0.0162,0.0178,0.0011,0.002,2e-05,2e-05,0.00401,0.00037,-0.0,0.00063,-5e-05,7e-05,0.00018,-3e-05,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,113.0
Stage1_SingleTF,MBD1,1,0.0161,0.0186,0.0041,0.0043,6e-05,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,114.0
Stage1_SingleTF,MXI1,1,0.0157,0.0298,-0.0075,-0.0107,-6e-05,-6e-05,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.1316,COMPUTED_HCA_5307_vCM_RIDGE_GRN,115.0
Stage1_SingleTF,CREBBP,1,0.0155,0.0189,-0.0014,-0.0145,-6e-05,-6e-05,0.00033,0.00077,1e-05,-1e-05,0.0001,-0.0003,0.00681,0.0001,0.1334,COMPUTED_HCA_5307_vCM_RIDGE_GRN,116.0
Stage1_SingleTF,SMARCA5,1,0.0152,0.0223,0.0012,0.0028,-1e-05,-1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,-0.00047,0.0,0.1329,COMPUTED_HCA_5307_vCM_RIDGE_GRN,117.0
Stage1_SingleTF,NR2C1,1,0.0131,0.0311,0.0009,0.0028,0.0,0.0,4e-05,5e-05,0.0,1e-05,0.0,6e-05,0.00018,0.0,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,118.0
Stage1_SingleTF,ETV6,1,0.0128,0.0156,0.0003,-0.0016,0.00024,0.00024,-4e-05,-0.00017,-0.0,2e-05,-1e-05,5e-05,-6e-05,-1e-05,0.1332,COMPUTED_HCA_5307_vCM_RIDGE_GRN,119.0
Stage1_SingleTF,ZMYND8,1,0.0121,0.0633,0.0068,0.0114,-0.0005,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303,COMPUTED_HCA_5307_vCM_RIDGE_GRN,120.0
Stage1_SingleTF,SOX5,1,0.012,0.0274,0.0045,0.0263,-3e-05,-3e-05,0.00033,1e-05,0.0,6e-05,0.0,0.0,1e-05,0.0,0.1354,COMPUTED_HCA_5307_vCM_RIDGE_GRN,121.0
Stage1_SingleTF,TSC22D1,1,0.0118,0.0751,-0.0013,0.0334,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,COMPUTED_HCA_5307_vCM_RIDGE_GRN,122.0
Stage1_SingleTF,SMARCC1,1,0.0111,0.0172,0.001,0.0001,-2e-05,-2e-05,-0.0,0.00023,-0.0,0.00039,-3e-05,4e-05,0.00012,-2e-05,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,123.0
Stage1_SingleTF,BRD4,1,0.0099,0.0247,0.0022,0.0034,-0.00015,-0.00015,-2e-05,0.0,0.0,-9e-05,0.0,0.0,-2e-05,0.0,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,124.0
Stage1_SingleTF,RFX1,1,0.0099,0.0106,0.0021,0.0023,-8e-05,-8e-05,-8e-05,-0.0,0.0,1e-05,4e-05,0.0,-0.0003,3e-05,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,125.0
Stage1_SingleTF,SKIL,1,0.0099,0.0111,0.0081,0.0104,0.00107,0.00107,-0.00041,-0.00056,-1e-05,-6e-05,-3e-05,8e-05,0.00131,-2e-05,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,126.0
Stage1_SingleTF,CTBP2,1,0.0094,0.0263,-0.0012,-0.0027,-4e-05,-4e-05,0.00025,3e-05,0.0,1e-05,0.0,0.00019,-0.0002,6e-05,0.1312,COMPUTED_HCA_5307_vCM_RIDGE_GRN,127.0
Stage1_SingleTF,DNMT3A,1,0.0091,0.0097,-0.0027,-0.006,2e-05,2e-05,0.00031,0.00043,1e-05,5e-05,1e-05,3e-05,-0.00105,-0.00024,0.1321,COMPUTED_HCA_5307_vCM_RIDGE_GRN,128.0
Stage1_SingleTF,KLF13,1,0.009,0.019,0.0017,-0.0035,-2e-05,-2e-05,0.00036,-1e-05,0.0,0.0,0.0,0.0001,-7e-05,0.0,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,129.0
Stage1_SingleTF,ZNF91,1,0.0085,0.0553,0.004,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016,0.0,0.1334,COMPUTED_HCA_5307_vCM_RIDGE_GRN,130.0
Stage1_SingleTF,BCLAF1,1,0.0079,0.0123,0.0001,-0.0029,-3e-05,-3e-05,-6e-05,-0.00016,-0.0,-3e-05,-7e-05,-0.00041,0.00082,-5e-05,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,131.0
Stage1_SingleTF,SRSF2,1,0.007,-0.0054,0.0013,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347,COMPUTED_HCA_5307_vCM_RIDGE_GRN,132.0
Stage1_SingleTF,SMAD5,1,0.0068,0.0069,-0.001,-0.0031,0.00011,0.00011,-0.00042,-6e-05,-0.0,-8e-05,-2e-05,-6e-05,0.00064,-2e-05,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,133.0
Stage1_SingleTF,E2F5,1,0.0066,0.0101,0.0004,0.0013,-3e-05,-3e-05,2e-05,4e-05,0.0,2e-05,0.0,0.00016,-0.00026,8e-05,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,134.0
Stage1_SingleTF,NPAS2,1,0.0062,0.0263,0.0027,0.0244,3e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305,COMPUTED_HCA_5307_vCM_RIDGE_GRN,135.0
Stage1_SingleTF,DEAF1,1,0.0061,0.0084,-0.0002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,136.0
Stage1_SingleTF,FOXP2,1,0.0061,0.0275,0.0011,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,137.0
Stage1_SingleTF,TET1,1,0.0061,0.0093,-0.0002,-0.0004,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,138.0
Stage1_SingleTF,SMAD2,1,0.0058,0.0097,0.0016,0.0061,-0.00114,-0.00114,0.00024,-6e-05,-0.0,9e-05,-6e-05,-0.0,0.00375,-4e-05,0.131,COMPUTED_HCA_5307_vCM_RIDGE_GRN,139.0
Stage1_SingleTF,KDM5D,1,0.0054,0.0048,0.0011,-0.005,0.00027,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,140.0
Stage1_SingleTF,TRPS1,1,0.0053,0.0026,-0.0062,-0.0084,-0.00091,-0.00091,0.00055,-0.00143,-0.0,-5e-05,-8e-05,0.0003,-0.00037,-6e-05,0.1301,COMPUTED_HCA_5307_vCM_RIDGE_GRN,141.0
Stage1_SingleTF,ESRRA,1,0.005,-0.0036,0.0121,0.0097,0.00128,0.00128,0.00098,0.01242,0.0001,0.00082,0.00265,0.00074,-0.00119,0.0019,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,142.0
Stage1_SingleTF,KDM5B,1,0.0047,0.0044,0.0023,0.0013,9e-05,9e-05,-1e-05,-1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1327,COMPUTED_HCA_5307_vCM_RIDGE_GRN,143.0
Stage1_SingleTF,ZNF236,1,0.0046,0.0058,-0.0018,-0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1329,COMPUTED_HCA_5307_vCM_RIDGE_GRN,144.0
Stage1_SingleTF,ZHX2,1,0.0045,0.0057,0.001,-0.0212,-1e-05,-1e-05,-0.0,0.0,2e-05,0.0,0.0,0.0,4e-05,0.0,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,145.0
Stage1_SingleTF,ZNF76,1,0.0043,0.0002,-0.0,-0.0003,-0.0,-0.0,-1e-05,-0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.133,COMPUTED_HCA_5307_vCM_RIDGE_GRN,146.0
Stage1_SingleTF,DOT1L,1,0.0036,0.0037,-0.0026,-0.0028,5e-05,5e-05,2e-05,0.0001,0.0,-1e-05,5e-05,6e-05,-4e-05,4e-05,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,147.0
Stage1_SingleTF,ZBTB4,1,0.0034,0.003,-0.0046,-0.0067,0.00013,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,148.0
Stage1_SingleTF,MAFG,1,0.0028,0.005,0.0005,0.0006,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,149.0
Stage1_SingleTF,TEAD2,1,0.0025,0.0004,-0.0011,-0.0017,-4e-05,-4e-05,-6e-05,-0.00014,-0.0,-1e-05,-7e-05,-0.00034,0.00066,-5e-05,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,150.0
Stage1_SingleTF,MZF1,1,0.0021,0.0051,0.0001,-0.0016,0.00012,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,151.0
Stage1_SingleTF,MAFK,1,0.002,0.0044,-0.0007,0.0019,-2e-05,-2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322,COMPUTED_HCA_5307_vCM_RIDGE_GRN,152.0
Stage1_SingleTF,MEIS1,1,0.0015,-0.0049,-0.007,-0.0135,0.00015,0.00015,1e-05,-4e-05,-0.0,-0.00012,2e-05,0.00011,-6e-05,1e-05,0.133,COMPUTED_HCA_5307_vCM_RIDGE_GRN,153.0
Stage1_SingleTF,KLF7,1,0.0012,0.0044,0.0008,0.003,0.00027,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,COMPUTED_HCA_5307_vCM_RIDGE_GRN,154.0
Stage1_SingleTF,TADA2A,1,0.0012,0.0029,-0.0005,-0.0023,-0.0,-0.0,5e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,155.0
Stage1_SingleTF,ATF6,1,0.0011,-0.0042,-0.0477,-0.0497,0.00115,0.00115,-0.00164,0.00098,4e-05,0.00031,0.0,0.00025,0.05889,0.0,0.1286,COMPUTED_HCA_5307_vCM_RIDGE_GRN,156.0
Stage1_SingleTF,MEIS2,1,0.0009,-0.0783,-0.003,-0.0759,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,COMPUTED_HCA_5307_vCM_RIDGE_GRN,157.0
Stage1_SingleTF,ARID4A,1,0.0005,0.0004,-0.0005,0.0004,-2e-05,-2e-05,0.00028,2e-05,0.0,5e-05,0.0,0.0,2e-05,0.0,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,158.0
Stage1_SingleTF,MYOCD,1,0.0004,0.0534,0.0001,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335,COMPUTED_HCA_5307_vCM_RIDGE_GRN,159.0
Stage1_SingleTF,PHF20,1,0.0003,-0.0023,0.0001,0.0022,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322,COMPUTED_HCA_5307_vCM_RIDGE_GRN,160.0
Stage1_SingleTF,ZXDC,1,0.0003,0.0144,-0.0,0.0041,-0.00028,-0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,161.0
Stage1_SingleTF,NPM1,1,-0.0003,-0.0006,-0.0001,-0.0002,0.00011,0.00011,1e-05,0.0,0.0,-1e-05,0.0,0.0,-0.0,0.0,0.1327,COMPUTED_HCA_5307_vCM_RIDGE_GRN,162.0
Stage1_SingleTF,PARK7,1,-0.0003,-0.0092,0.0001,0.0013,9e-05,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,163.0
Stage1_SingleTF,PREB,1,-0.0007,-0.004,0.0004,0.0003,0.00019,0.00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,164.0
Stage1_SingleTF,NUPR1,1,-0.0009,-0.0185,-0.0011,-0.0042,8e-05,8e-05,0.00015,-0.00011,-0.0,-1e-05,-3e-05,0.00163,0.00116,-2e-05,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,165.0
Stage1_SingleTF,ING4,1,-0.001,0.0013,0.0006,-0.0009,-1e-05,-1e-05,6e-05,0.00014,0.0,1e-05,6e-05,0.00033,-0.00063,4e-05,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,166.0
Stage1_SingleTF,MTA3,1,-0.0014,0.0017,-0.0027,-0.0029,3e-05,3e-05,2e-05,2e-05,0.0,4e-05,0.0,0.00058,0.0002,0.0,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,167.0
Stage1_SingleTF,STAT2,1,-0.0032,-0.0017,0.0103,0.0109,0.00088,0.00088,0.00028,0.00012,0.00011,-0.00011,-2e-05,0.00031,0.00048,-1e-05,0.1293,COMPUTED_HCA_5307_vCM_RIDGE_GRN,168.0
Stage1_SingleTF,CEBPZ,1,-0.0034,0.0018,0.0002,-0.0011,3e-05,3e-05,-4e-05,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.1332,COMPUTED_HCA_5307_vCM_RIDGE_GRN,169.0
Stage1_SingleTF,PURA,1,-0.0038,0.0065,0.0048,0.0092,-1e-05,-1e-05,5e-05,-0.00026,0.0,-0.00045,3e-05,-5e-05,-0.00013,2e-05,0.1337,COMPUTED_HCA_5307_vCM_RIDGE_GRN,170.0
Stage1_SingleTF,SMAD4,1,-0.005,-0.0042,-0.0125,-0.0128,-0.00059,-0.00059,-0.00457,0.00066,1e-05,0.00129,-0.00013,-0.00046,-0.00106,-0.00011,0.1376,COMPUTED_HCA_5307_vCM_RIDGE_GRN,171.0
Stage1_SingleTF,ZBTB17,1,-0.0054,-0.0037,0.0022,0.0028,0.00013,0.00013,9e-05,0.00026,1e-05,2e-05,0.0002,0.00067,-0.00112,0.00014,0.1322,COMPUTED_HCA_5307_vCM_RIDGE_GRN,172.0
Stage1_SingleTF,NFE2L1,1,-0.0057,-0.0022,0.003,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1321,COMPUTED_HCA_5307_vCM_RIDGE_GRN,173.0
Stage1_SingleTF,HDAC3,1,-0.0095,-0.0005,-0.0011,0.0038,0.00079,0.00079,-0.0002,-5e-05,1e-05,-3e-05,1e-05,-0.00011,5e-05,1e-05,0.1315,COMPUTED_HCA_5307_vCM_RIDGE_GRN,174.0
Stage1_SingleTF,KDM2A,1,-0.0095,0.0069,0.0001,-0.008,9e-05,9e-05,3e-05,0.0,0.0,0.0,0.0,0.0,-0.00054,0.0,0.1321,COMPUTED_HCA_5307_vCM_RIDGE_GRN,175.0
Stage1_SingleTF,HEY2,1,-0.0108,-0.0266,-0.0269,-0.0208,0.00027,0.00027,0.00243,-1e-05,0.0,0.00031,0.0,0.00051,0.00209,0.0,0.1352,COMPUTED_HCA_5307_vCM_RIDGE_GRN,176.0
Stage1_SingleTF,IRF2,1,-0.0112,-0.0132,-0.0056,-0.0013,-0.0,-0.0,-1e-05,0.00036,0.0,6e-05,0.00028,-2e-05,0.00035,0.0002,0.1329,COMPUTED_HCA_5307_vCM_RIDGE_GRN,177.0
Stage1_SingleTF,NFATC2,1,-0.0113,-0.0099,0.0055,0.0063,2e-05,2e-05,-0.00011,-0.00034,-1e-05,-0.00013,-0.00014,-0.00014,-0.00011,-0.0001,0.1306,COMPUTED_HCA_5307_vCM_RIDGE_GRN,178.0
Stage1_SingleTF,LITAF,1,-0.0134,-0.0161,0.0002,0.0016,-0.00082,-0.00082,-1e-05,-1e-05,-0.0,-0.0,-1e-05,-4e-05,7e-05,-0.0,0.133,COMPUTED_HCA_5307_vCM_RIDGE_GRN,179.0
Stage1_SingleTF,ZNF331,1,-0.0134,-0.0305,-0.0013,-0.0126,-8e-05,-8e-05,-0.00014,-0.00032,-1e-05,-3e-05,-0.00014,-0.00074,0.00144,-0.0001,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,180.0
Stage1_SingleTF,KLF9,1,-0.0138,-0.0058,-0.0026,-0.0043,-3e-05,-3e-05,-0.00061,0.00012,0.0,-2e-05,8e-05,-0.0,-0.0051,6e-05,0.1319,COMPUTED_HCA_5307_vCM_RIDGE_GRN,181.0
Stage1_SingleTF,CREBZF,1,-0.0145,-0.0007,-0.0004,0.0044,2e-05,2e-05,-0.0,1e-05,0.0,-0.0,0.0,-5e-05,0.00102,0.0,0.1323,COMPUTED_HCA_5307_vCM_RIDGE_GRN,182.0
Stage1_SingleTF,TCF7,1,-0.0191,-0.0184,-0.0011,-0.0024,-0.0001,-0.0001,0.00045,-0.0001,-0.0001,2e-05,-0.00013,0.0,-0.00569,-9e-05,0.1325,COMPUTED_HCA_5307_vCM_RIDGE_GRN,183.0
Stage1_SingleTF,SMAD3,1,-0.0202,-0.0178,0.0221,0.027,0.00201,0.00201,-0.00091,0.00311,-0.00014,0.00161,-0.00015,0.00201,-0.00653,-0.0001,0.1259,COMPUTED_HCA_5307_vCM_RIDGE_GRN,184.0
Stage1_SingleTF,SIN3A,1,-0.0223,-0.0197,-0.0086,-0.0085,0.00077,0.00077,0.00029,0.00063,0.0,-7e-05,4e-05,-0.00024,0.00021,3e-05,0.1331,COMPUTED_HCA_5307_vCM_RIDGE_GRN,185.0
Stage1_SingleTF,KMT2A,1,-0.023,-0.0105,-0.0159,-0.0169,0.00084,0.00084,1e-05,-0.00026,6e-05,-8e-05,8e-05,-0.00052,0.00019,6e-05,0.1296,COMPUTED_HCA_5307_vCM_RIDGE_GRN,186.0
Stage1_SingleTF,WWTR1,1,-0.0241,-0.0445,0.0154,0.0038,-1e-05,-1e-05,-3e-05,-1e-05,0.0,0.00011,0.0,0.0,0.00059,0.0,0.1356,COMPUTED_HCA_5307_vCM_RIDGE_GRN,187.0
Stage1_SingleTF,TAF1,1,-0.0249,-0.0194,-0.0081,-0.008,0.00146,0.00146,0.00016,0.00054,-0.0,0.00089,-7e-05,3e-05,0.00137,-5e-05,0.1321,COMPUTED_HCA_5307_vCM_RIDGE_GRN,188.0
Stage1_SingleTF,JARID2,1,-0.0258,-0.0249,-0.0099,-0.0069,6e-05,6e-05,0.0,1e-05,0.0,1e-05,1e-05,0.0,0.0,0.0,0.1315,COMPUTED_HCA_5307_vCM_RIDGE_GRN,189.0
Stage1_SingleTF,NRG1,1,-0.0268,-0.0322,-0.0033,-0.003,0.0,0.0,1e-05,-0.0,0.0,-1e-05,0.0,0.00024,-0.0,0.0,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,190.0
Stage1_SingleTF,GTF3A,1,-0.0317,-0.0346,-0.0085,-0.0109,-8e-05,-8e-05,-0.0002,0.01136,0.0,-0.00017,0.0,-0.0004,0.0,0.0,0.1328,COMPUTED_HCA_5307_vCM_RIDGE_GRN,191.0
Stage1_SingleTF,NFIB,1,-0.0318,0.0461,-0.0034,0.0017,7e-05,7e-05,-0.00014,-0.00041,-1e-05,-0.00029,-0.0001,0.00031,-8e-05,-7e-05,0.1342,COMPUTED_HCA_5307_vCM_RIDGE_GRN,192.0
Stage1_SingleTF,ZNF382,1,-0.0318,-0.0303,-0.0052,-0.0037,0.00054,0.00054,0.00021,0.00019,2e-05,-5e-05,4e-05,-0.00023,0.00026,3e-05,0.1318,COMPUTED_HCA_5307_vCM_RIDGE_GRN,193.0
Stage1_SingleTF,ETV1,1,-0.0321,-0.0146,-0.0003,0.0095,-5e-05,-5e-05,0.00023,-0.0011,1e-05,-0.00188,0.00014,-0.00019,-0.00055,0.0001,0.133,COMPUTED_HCA_5307_vCM_RIDGE_GRN,194.0
Stage1_SingleTF,TTF1,1,-0.0368,-0.034,-0.0034,-0.0039,-5e-05,-5e-05,-0.00019,-0.00107,-3e-05,-0.00017,-0.0008,-0.00017,0.00015,-0.00058,0.1326,COMPUTED_HCA_5307_vCM_RIDGE_GRN,195.0
Stage1_SingleTF,RXRB,1,-0.0424,-0.0447,-0.0071,-0.007,0.00019,0.00019,9e-05,-9e-05,0.0,-9e-05,0.0,0.00023,-0.00019,0.0,0.1321,COMPUTED_HCA_5307_vCM_RIDGE_GRN,196.0
Stage1_SingleTF,ELF1,1,-0.0468,-0.0063,0.0033,0.0195,-5e-05,-5e-05,0.0003,-0.00062,3e-05,-0.00055,-5e-05,-0.00174,-0.00019,-4e-05,0.1356,COMPUTED_HCA_5307_vCM_RIDGE_GRN,197.0
Stage1_SingleTF,HAND2,1,-0.0494,-0.0388,-0.009,-0.001,0.00016,0.00016,0.00214,-2e-05,0.0,0.00064,0.0,0.00093,0.00428,0.0,0.1358,COMPUTED_HCA_5307_vCM_RIDGE_GRN,198.0
Stage1_SingleTF,TBP,1,-0.0564,-0.0549,-0.008,-0.0056,0.00088,0.00088,-0.00013,-0.0,3e-05,-3e-05,1e-05,-0.0,-0.00017,0.0,0.131,COMPUTED_HCA_5307_vCM_RIDGE_GRN,199.0
Stage1_SingleTF,HDAC5,1,-0.0598,-0.0635,-0.0102,-0.0055,-1e-05,-1e-05,-0.0,7e-05,0.0,-0.0,0.0,0.00024,-0.00656,0.0,0.1324,COMPUTED_HCA_5307_vCM_RIDGE_GRN,200.0
Stage1_SingleTF,GATA6,1,-0.0601,-0.0315,0.0049,0.0227,0.00095,0.00095,0.00575,-0.00019,-1e-05,2e-05,-0.00018,-0.00023,0.0001,-0.00013,0.1346,COMPUTED_HCA_5307_vCM_RIDGE_GRN,201.0
Stage1_SingleTF,CTNNB1,1,-0.0613,-0.0692,-0.0625,-0.0568,0.00387,0.00387,0.00369,0.00056,5e-05,-0.0024,0.00079,0.00392,-0.00423,0.00057,0.1337,COMPUTED_HCA_5307_vCM_RIDGE_GRN,202.0
Stage1_SingleTF,PPARD,1,-0.0628,-0.0618,-0.0037,-0.0017,0.00123,0.00123,-0.00012,-0.00167,-0.0,-9e-05,-7e-05,-0.00025,0.00313,-5e-05,0.1313,COMPUTED_HCA_5307_vCM_RIDGE_GRN,203.0
Stage1_SingleTF,HMGB2,1,-0.0647,-0.0672,-0.011,-0.014,0.00011,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332,COMPUTED_HCA_5307_vCM_RIDGE_GRN,204.0
Stage1_SingleTF,CEBPD,1,-0.066,-0.0623,-0.0376,-0.0357,0.00136,0.00136,-0.00056,0.00485,0.00012,0.00086,0.00372,0.00027,-0.00387,0.00267,0.1269,COMPUTED_HCA_5307_vCM_RIDGE_GRN,205.0
Stage1_SingleTF,NR3C2,1,-0.0665,-0.0791,0.0086,0.0111,4e-05,4e-05,6e-05,0.00082,2e-05,-2e-05,0.00059,-0.00021,-0.00047,0.00042,0.1345,COMPUTED_HCA_5307_vCM_RIDGE_GRN,206.0
Stage1_SingleTF,ENO1,1,-0.0675,-0.0705,-0.005,-0.0059,0.00058,0.00058,-1e-05,-0.00017,4e-05,-0.00011,4e-05,-0.00043,0.00019,3e-05,0.1309,COMPUTED_HCA_5307_vCM_RIDGE_GRN,207.0
Stage1_SingleTF,CUX1,1,-0.0695,-0.0911,-0.0045,-0.0294,-0.00044,-0.00044,0.0003,8e-05,0.0,9e-05,3e-05,-3e-05,-8e-05,2e-05,0.126,COMPUTED_HCA_5307_vCM_RIDGE_GRN,208.0
Stage1_SingleTF,ESRRG,1,-0.0697,-0.0636,-0.0665,-0.0677,0.00067,0.00067,0.00011,0.00256,3e-05,0.00099,0.0005,-0.0002,0.01443,0.00036,0.1396,COMPUTED_HCA_5307_vCM_RIDGE_GRN,209.0
Stage1_SingleTF,ATF4,1,-0.0704,-0.0735,-0.0237,-0.0256,0.00125,0.00125,0.00027,0.00084,4e-05,2e-05,0.0001,0.00853,0.00759,7e-05,0.1296,COMPUTED_HCA_5307_vCM_RIDGE_GRN,210.0
Stage1_SingleTF,GTF2I,1,-0.0873,-0.0423,-0.0053,0.0009,0.00068,0.00068,-0.00046,2e-05,2e-05,-0.00019,0.0,-0.00039,0.00051,0.0,0.1285,COMPUTED_HCA_5307_vCM_RIDGE_GRN,211.0
Stage1_SingleTF,FOSL2,1,-0.1002,-0.1117,-0.0239,-0.0222,0.00256,0.00256,-0.01236,8e-05,-2e-05,-0.00035,9e-05,-0.00018,-0.00937,2e-05,0.1305,COMPUTED_HCA_5307_vCM_RIDGE_GRN,212.0
Stage1_SingleTF,YBX1,1,-0.101,-0.116,-0.0168,-0.0151,0.00043,0.00043,-0.00072,0.00128,-1e-05,0.00203,-0.0001,0.00046,0.00011,-7e-05,0.1313,COMPUTED_HCA_5307_vCM_RIDGE_GRN,213.0
Stage1_SingleTF,KAT5,1,-0.1081,-0.1103,-0.0212,-0.0223,0.00172,0.00172,0.00076,0.00163,0.0,0.00061,3e-05,-0.00062,0.00037,2e-05,0.1334,COMPUTED_HCA_5307_vCM_RIDGE_GRN,214.0
Stage1_SingleTF,HSF4,1,-0.1106,-0.126,-0.0158,-0.0149,0.00019,0.00019,-0.00011,0.00148,3e-05,7e-05,0.00052,0.00583,-0.00069,0.00038,0.1266,COMPUTED_HCA_5307_vCM_RIDGE_GRN,215.0
