source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	dorothea_level	curation_effort
COMPLEX:Q00653_Q04864	P55064	NFKB2_REL	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q00653_Q04206	P55064	NFKB2_RELA	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q04864	P55064	REL	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q04206	P55064	RELA	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q01201	P55064	RELB	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q00653_Q01201	P55064	NFKB2_RELB	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q00653	P55064	NFKB2	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:P19838	P55064	NFKB1	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q04206_Q04864	P55064	REL_RELA	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:P19838_Q00653	P55064	NFKB1_NFKB2	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
COMPLEX:Q01201_Q04864	P55064	REL_RELB	AQP5	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20522648;CollecTRI:21973049		2
Q04206	P55064	RELA	AQP5	True	True	True	True	False	True	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:31811204;CollecTRI2:25847253;CollecTRI2:26537593;CollecTRI2:29452068;CollecTRI2:29104484;CollecTRI:20522648;CollecTRI2:25878490;CollecTRI2:21973049;CollecTRI2:21614498;CollecTRI2:21698451;CollecTRI2:26445930;CollecTRI2:29083535;CollecTRI2:20522648;CollecTRI2:24941800;CollecTRI2:11279049;CollecTRI2:32053992		16
Q01826	P05113	SATB1	IL5	True	True	True	True	False	True	CytReg_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;TRRUST;TRRUST_DoRothEA;CollecTRI2;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;CytReg_CollecTRI	CollecTRI2:29751003;CollecTRI2:20522714;CollecTRI2:37193606;CollecTRI2:17057718;CollecTRI:20522714;DoRothEA:20522714;CollecTRI2:30032787;TRRUST:20522714	D	8
O60381	Q9H3D4	HBP1	TP63	True	True	False	False	False	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20523354		1
Q9H3D4	O60381	TP63	HBP1	True	True	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI2:20523354;CollecTRI:20523354		2
Q99593	P07101	TBX5	TH	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20525643		1
P25490	Q9UJU2	YY1	LEF1	True	False	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI:20525792;CollecTRI2:20525792		2
Q16665	P09382	HIF1A	LGALS1	True	True	True	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;TFe_DoRothEA;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:21880716;CollecTRI2:20525878;CollecTRI2:32150332;CollecTRI2:25850433;CollecTRI2:33599733;CollecTRI2:24496460;CollecTRI2:22706847;CollecTRI2:27311934;CollecTRI:20525878;CollecTRI2:21880716	A	10
P42224	P03372	STAT1	ESR1	True	True	False	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;DoRothEA-A_CollecTRI2;PAZAR_DoRothEA;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:20526365;CollecTRI2:30334368;CollecTRI2:20526365	A	3
P17676	Q8N9N5	CEBPB	BANP	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:20529561;CollecTRI:20529561		2
P17676	Q9UPQ4	CEBPB	TRIM35	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:20529561;CollecTRI:20529561		2
P48436	O76090	SOX9	BEST1	True	True	False	True	True	False	Pavlidis_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;TRRUST;TRRUST_DoRothEA;SIGNOR_CollecTRI2;Pavlidis2021_CollecTRI;CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;SIGNOR_CollecTRI	CollecTRI2:20530484;CollecTRI:20530484;TRRUST:20530484;DoRothEA:20530484	D	4
P56693	O76090	SOX10	BEST1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:20530484;CollecTRI:20530484		2
Q13127	P17600	REST	SYN1	True	False	True	True	False	True	TRRUST_CollecTRI;JASPAR_DoRothEA;ENCODE-proximal;TRRUST;HOCOMOCO_DoRothEA;TFactS_CollecTRI;DoRothEA;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2;ExTRI_CollecTRI;TfactS_CollecTRI2;GEREDB_CollecTRI;GEREDB_CollecTRI2;TRRUST_DoRothEA;TRRUST_CollecTRI2;PAZAR	CollecTRI2:15654842;CollecTRI:18692536;DoRothEA:21693630;CollecTRI2:12492469;CollecTRI:9756936;CollecTRI2:8621737;CollecTRI2:18692536;CollecTRI:20530487;PAZAR:8790425;CollecTRI:11741002;CollecTRI:9820593;CollecTRI2:9820593;CollecTRI:23250796;CollecTRI:12492469;CollecTRI2:21693630;TRRUST:21693630;CollecTRI2:11741002;CollecTRI:21693630;CollecTRI:15654842;CollecTRI2:20530487;CollecTRI2:23250796;CollecTRI2:9756936;CollecTRI2:27685921	C	23
O75626	Q13794	PRDM1	PMAIP1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI:20530581;CollecTRI2:20530581		2
O75626	P46013	PRDM1	MKI67	True	True	True	True	True	True	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;NTNUcuration_CollecTRI2;TRRUST;TRRUST_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;PAZAR	CollecTRI:20530581;TRRUST:20530581;PAZAR:20530581;CollecTRI2:20530581;DoRothEA:20530581	D	5
O75626	P12004	PRDM1	PCNA	True	False	True	True	False	True	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;JASPAR_DoRothEA;NTNUcuration_CollecTRI2;TRRUST;TRRUST_DoRothEA;HOCOMOCO_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:20530581;DoRothEA:20530581;TRRUST:20530581;CollecTRI2:20530581	C	4
COMPLEX:Q00653_Q04864	Q9UNL4	NFKB2_REL	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
P17096	P10415	HMGA1	BCL2	True	True	True	True	True	True	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI:20530667;CollecTRI2:20530667		2
P41235	P34741	HNF4A	SDC2	True	True	True	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;PAZAR_DoRothEA;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:22550000;CollecTRI:20530678;CollecTRI2:22550000	D	3
Q8N1L9	P20248	BATF2	CCNA2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:31938099;CollecTRI:20531301;CollecTRI2:20531301		3
Q9UBB5	Q9UPP1	MBD2	PHF8	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20531378		1
P16220	Q00005	CREB1	PPP2R2B	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;NTNUcuration_CollecTRI2;TRRUST;TRRUST_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2	DoRothEA:20533062;CollecTRI:20533062;CollecTRI2:20533062;TRRUST:20533062	D	4
COMPLEX:Q00653_Q04206	Q9UNL4	NFKB2_RELA	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
P08047	Q00005	SP1	PPP2R2B	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;TRRUST;TRRUST_DoRothEA;CollecTRI2;TRRUST_CollecTRI2	DoRothEA:20533062;CollecTRI:20533062;CollecTRI2:20533062;TRRUST:20533062	D	4
Q01664	Q00005	TFAP4	PPP2R2B	True	False	True	True	False	True	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;TRRUST;TRRUST_DoRothEA;CollecTRI2;TRRUST_CollecTRI2;ExTRI2_CollecTRI2	DoRothEA:20533062;CollecTRI:20533062;CollecTRI2:20533062;TRRUST:20533062	D	4
P43354	P07949	NR4A2	RET	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI2:15016073;CollecTRI2:19133164;CollecTRI2:20533997;CollecTRI2:26490873;CollecTRI2:11749040;CollecTRI:20533997;CollecTRI2:23220632		7
COMPLEX:P19838_Q04864	Q9UNL4	NFKB1_REL	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:P19838_Q04206	Q9UNL4	NFKB1_RELA	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q01201_Q04206	Q9UNL4	RELA_RELB	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:P19838_Q01201	Q9UNL4	NFKB1_RELB	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q04864	Q9UNL4	REL	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q04206	Q9UNL4	RELA	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q01201	Q9UNL4	RELB	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q00653_Q01201	Q9UNL4	NFKB2_RELB	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q00653	Q9UNL4	NFKB2	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:P19838	Q9UNL4	NFKB1	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q04206_Q04864	Q9UNL4	REL_RELA	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:P19838_Q00653	Q9UNL4	NFKB1_NFKB2	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
COMPLEX:Q01201_Q04864	Q9UNL4	REL_RELB	ING4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20534538		1
Q03164	P28906	KMT2A	CD34	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20581860		1
P55317	Q9NP71	FOXA1	MLXIPL	True	True	False	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;PAZAR_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:20534694;CollecTRI:20534694	D	2
Q9Y261	Q9NP71	FOXA2	MLXIPL	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:20534694;CollecTRI:20534694		2
P16220	P06881	CREB1	CALCA	True	True	False	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;TfactS_CollecTRI2;CollecTRI2;TRED_DoRothEA;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2;RegNetwork_DoRothEA	CollecTRI2:20534813;CollecTRI2:10620499;CollecTRI2:11683901;CollecTRI:20534813	D	4
P16220	P01258	CREB1	CALCA	True	True	False	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;TfactS_CollecTRI2;CollecTRI2;TRED_DoRothEA;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2;RegNetwork_DoRothEA	CollecTRI2:20534813;CollecTRI2:10620499;CollecTRI2:11683901;CollecTRI:20534813	D	4
P53567	P07711	CEBPG	CTSL	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20536385		1
P41212	Q05932	ETV6	FPGS	True	False	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI:20538338;CollecTRI2:20538338		2
P40424	Q05932	PBX1	FPGS	True	True	True	True	True	True	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI:20538338;CollecTRI2:20538338		2
Q01196	Q05932	RUNX1	FPGS	True	True	True	True	True	True	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI:20538338;CollecTRI2:20538338		2
P15923	Q05932	TCF3	FPGS	True	True	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:20538338;CollecTRI2:20538338		2
P03372	Q99435	ESR1	NELL2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI2:20538601;CollecTRI:20538601		2
Q92731	Q99435	ESR2	NELL2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI2:20538601;CollecTRI:20538601		2
P08047	Q96BS2	SP1	TESC	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI	CollecTRI2:20540995;CollecTRI:20540995		2
Q02447	Q96BS2	SP3	TESC	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI	CollecTRI2:20540995;CollecTRI:20540995		2
O43829	Q96BS2	ZBTB14	TESC	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI	CollecTRI2:20540995;CollecTRI:20540995		2
O96028	Q9BZ95	NSD2	NSD3	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:23011637;CollecTRI:20599755		2
P04637	O75382	TP53	TRIM3	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:20543135;CollecTRI:20543135		2
P04637	O75911	TP53	DHRS3	True	True	False	True	True	False	ExTRI_CollecTRI;DoRothEA;CollecTRI;JASPAR_DoRothEA;NTNUcuration_CollecTRI2;PAZAR_DoRothEA;ReMap_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2;PAZAR	CollecTRI2:20543567;CollecTRI2:21659514;CollecTRI:20543567;PAZAR:21394211	B	4
Q9H3D4	O75911	TP63	DHRS3	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:20543567;CollecTRI:20543567		2
P19544	O43464	WT1	HTRA2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20543571		1
P10914	Q16831	IRF1	UPP1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI:20544543;CollecTRI2:20544543		2
COMPLEX:Q00653_Q04864	O14684	NFKB2_REL	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
P42224	Q16831	STAT1	UPP1	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;TRRUST;DoRothEA-A_CollecTRI2;TRRUST_DoRothEA;PAZAR_DoRothEA;CollecTRI2;TRRUST_CollecTRI2;ExTRI2_CollecTRI2	TRRUST:20544543;CollecTRI:20544543;CollecTRI2:20544543;DoRothEA:20544543	A	4
Q9C0K0	Q06187	BCL11B	BTK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20544728		1
P04637	O15265	TP53	ATXN7	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20546728		1
COMPLEX:P19838_Q04864	O14684	NFKB1_REL	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:P19838_Q04206	O14684	NFKB1_RELA	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q01201_Q04206	O14684	RELA_RELB	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:P19838_Q01201	O14684	NFKB1_RELB	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q00653_Q04206	O14684	NFKB2_RELA	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q04864	O14684	REL	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q04206	O14684	RELA	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q01201	O14684	RELB	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q00653_Q01201	O14684	NFKB2_RELB	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q00653	O14684	NFKB2	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:P19838	O14684	NFKB1	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
P23246	Q02880	SFPQ	TOP2B	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20554522		1
COMPLEX:Q04206_Q04864	O14684	REL_RELA	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:P19838_Q00653	O14684	NFKB1_NFKB2	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
COMPLEX:Q01201_Q04864	O14684	REL_RELB	PTGES	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI	CollecTRI:17928629;CollecTRI:20688046;CollecTRI:20546888		3
Q16665	Q99966	HIF1A	CITED1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20547241		1
Q16665	P02774	HIF1A	GC	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20547241		1
P42229	P25063	STAT5A	CD24	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:21750145;CollecTRI2:20547543;CollecTRI:20547543		3
P10242	Q00987	MYB	MDM2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20547751		1
Q04206	Q99684	RELA	GFI1	True	True	True	True	True	True	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:33157351;CollecTRI:20547752		2
Q99684	Q04206	GFI1	RELA	True	True	False	False	False	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20547752		1
Q99684	P01375	GFI1	TNF	True	True	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI2:34408010;CollecTRI2:20547752;CollecTRI:20547752;CollecTRI2:31612364;CollecTRI2:16402406		5
Q2M1K9	Q5TA89	ZNF423	HES5	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI:20547764;CollecTRI2:20547764		2
P52952	Q92833	NKX2-5	JARID2	True	True	True	True	False	True	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:20549724;CollecTRI2:20549724		2
P41134	Q9NR12	ID1	PDLIM7	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20565867		1
O95238	P14780	SPDEF	MMP9	True	False	True	True	False	True	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;TRRUST;TRRUST_DoRothEA;SIGNOR_CollecTRI2;CollecTRI2;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;SIGNOR_CollecTRI	CollecTRI2:22761428;TRRUST:20550708;CollecTRI2:24898171;TRRUST:22761428;CollecTRI2:20550708;CollecTRI:20550708;CollecTRI2:34452613;CollecTRI:22761428	D	8
O75030	Q9UPY3	MITF	DICER1	True	True	False	True	True	False	ExTRI_CollecTRI;ExTRI2_CollecTRI2;CollecTRI;CollecTRI2	CollecTRI2:30842276;CollecTRI2:20557478;CollecTRI:20550935;CollecTRI2:20550935		4
P01106	Q8TEL6	MYC	TRPC4AP	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;ENCODE-proximal	CollecTRI:20551172		1
P54845	Q9Y6X2	NRL	PIAS3	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20551322		1
P17275	P24844	JUNB	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:24014830;CollecTRI2:20551518;CollecTRI:20551518		3
Q92731	P09544	ESR2	WNT2	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20565980		1
COMPLEX:P17275_P17535	P24844	JUNB_JUND	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P05412	P24844	JUN	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P15408_P17275	P24844	FOSL2_JUNB	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P05412_P15407	P24844	FOSL1_JUN	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P17535_P53539	P24844	FOSB_JUND	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P15408_P17535	P24844	FOSL2_JUND	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P17275_P53539	P24844	FOSB_JUNB	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
Q00613	P46527	HSF1	CDKN1B	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:20566634		1
COMPLEX:P01100_P05412	P24844	FOS_JUN	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P05412_P17275	P24844	JUN_JUNB	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P15407_P17275	P24844	FOSL1_JUNB	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
COMPLEX:P15407_P17535	P24844	FOSL1_JUND	MYL9	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:20551518		1
